РЕГИОН,ГОРОД,РАЙОН,НАЗВАНИЕ,ТИП,ТИП_НАЗВАНИЕ,АДРЕС,САЙТ,ДОМЕН_SUDRF,ПАРСЕР,КОД
Воронежская область,Острогожск,Острогожский,Острогожский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","397855, Воронежская обл, г Острогожск, ул Прохоренко, зд 117А",https://otstrogozhsky--vrn.sudrf.ru/,otstrogozhsky--vrn.sudrf.ru,да,36RS0026
Воронежская область,Павловск,Павловский,Павловский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396422, Воронежская обл, г Павловск, ул 1 Мая, д 29",https://pavlovsky--vrn.sudrf.ru/,pavlovsky--vrn.sudrf.ru,да,36RS0027
Воронежская область,Панино,Панинский,Панинский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396140, Воронежская обл, рп Панино, ул Советская, д 37",https://paninsky--vrn.sudrf.ru/,paninsky--vrn.sudrf.ru,да,36RS0028
Воронежская область,Поворино,Поворинский,Поворинский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","397350, Воронежская обл, г Поворино, ул Советская, зд 32",https://povorinsky--vrn.sudrf.ru/,povorinsky--vrn.sudrf.ru,да,36RS0029
Воронежская область,Рамонь,Рамонский,Рамонский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396020, Воронежская обл, рп Рамонь, ул Советская, зд 5",https://ramonsky--vrn.sudrf.ru/,ramonsky--vrn.sudrf.ru,да,36RS0032
Воронежская область,Россошь,Россошанский,Россошанский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396650, Воронежская обл, г Россошь, ул Алексеева, зд 2Б",https://rossoshansky--vrn.sudrf.ru/,rossoshansky--vrn.sudrf.ru,да,36RS0034
Воронежская область,Семилуки,Семилукский,Семилукский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396900, Воронежская обл, г Семилуки, ул 25 лет Октября, зд 116",https://semiluksky--vrn.sudrf.ru/,semiluksky--vrn.sudrf.ru,да,36RS0035
Воронежская область,Таловая,Таловский,Таловский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","397480, Воронежская обл, рп Таловая, ул Советская, д 107Б",https://talovsky--vrn.sudrf.ru/,talovsky--vrn.sudrf.ru,да,36RS0036
Воронежская область,Хохольский,Хохольский,Хохольский районный суд Воронежской области,районный_городской,"Районный, городской, межрайонный суд","396840, Воронежская обл, рп Хохольский, ул Школьная, д 2",https://hoholsky--vrn.sudrf.ru/,hoholsky--vrn.sudrf.ru,да,36RS0038
Донецкая Народная Республика,,,Авдеевский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://avd--dnr.sudrf.ru/,avd--dnr.sudrf.ru,да,93RS0010
Донецкая Народная Республика,,,Горловский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://cg-gorl--dnr.sudrf.ru/,cg-gorl--dnr.sudrf.ru,да,93RS0039
Донецкая Народная Республика,,,Дебальцевский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://deb--dnr.sudrf.ru/,deb--dnr.sudrf.ru,да,93RS0018
Донецкая Народная Республика,,,Дзержинский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://dzerzhinskiy--dnr.sudrf.ru/,dzerzhinskiy--dnr.sudrf.ru,да,93RS0017
Донецкая Народная Республика,,,Димитровский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://dimitrovskiy--dnr.sudrf.ru/,dimitrovskiy--dnr.sudrf.ru,да,93RS0019
Донецкая Народная Республика,,,Добропольский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://dobropolskiy--dnr.sudrf.ru/,dobropolskiy--dnr.sudrf.ru,да,93RS0020
Донецкая Народная Республика,,,Докучаевский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://dok--dnr.sudrf.ru/,dok--dnr.sudrf.ru,да,93RS0021
Донецкая Народная Республика,,,Дружковский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://druzhkovskiy--dnr.sudrf.ru/,druzhkovskiy--dnr.sudrf.ru,да,93RS0022
Донецкая Народная Республика,,,Константиновский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://konstantinovskiy--dnr.sudrf.ru/,konstantinovskiy--dnr.sudrf.ru,да,93RS0024
Донецкая Народная Республика,,,Краматорский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://kram--dnr.sudrf.ru/,kram--dnr.sudrf.ru,да,93RS0025
Донецкая Народная Республика,,,Краснолиманский городской суд Донецкой Народной Республики,районный_городской,"Районный, городской, межрайонный суд",,https://krasnolimanskiy--dnr.sudrf.ru/,krasnolimanskiy--dnr.sudrf.ru,да,93RS0027
